"d","fit"
33.59,5.75367241650766e-10
33.6,5.46338105814096e-10
33.61,5.18747524018726e-10
33.62,4.92525574217187e-10
33.63,4.67605662400592e-10
33.64,4.43924367785318e-10
33.65,4.21421295021799e-10
33.66,4.00038933115564e-10
33.67,3.79722520764357e-10
33.68,3.6041991782707e-10
33.69,3.42081482653549e-10
33.7,3.24659955014717e-10
33.71,3.08110344384782e-10
33.72,2.92389823336966e-10
33.73,2.7745762582548e-10
33.74,2.63274950135414e-10
33.75,2.49804866292247e-10
33.76,2.37012227731368e-10
33.77,2.2486358703694e-10
33.78,2.1332711556741e-10
33.79,2.02372526793205e-10
33.8,1.91971003179578e-10
33.81,1.82095126454997e-10
33.82,1.72718811112296e-10
33.83,1.63817240996635e-10
33.84,1.55366808840629e-10
33.85,1.47345058613273e-10
33.86,1.39730630554861e-10
33.87,1.32503208776172e-10
33.88,1.2564347130511e-10
33.89,1.19133042469535e-10
33.9,1.12954447509585e-10
33.91,1.07091069317885e-10
33.92,1.01527107210272e-10
33.93,9.62475376340604e-11
33.94,9.12380767251123e-11
33.95,8.6485144628821e-11
33.96,8.1975831503961e-11
33.97,7.76978651319191e-11
33.98,7.36395800573846e-11
33.99,6.97898881898503e-11
34,6.61382507983608e-11
34.01,6.26746518351562e-11
34.02,5.93895725266047e-11
34.03,5.62739671726681e-11
34.04,5.33192400987621e-11
34.05,5.05172237064726e-11
34.06,4.78601575719372e-11
34.07,4.5340668543059e-11
34.08,4.29517517889498e-11
34.09,4.0686752757084e-11
34.1,3.85393499957268e-11
34.11,3.65035388010352e-11
34.12,3.45736156502275e-11
34.13,3.27441633838296e-11
34.14,3.10100371018331e-11
34.15,2.93663507400932e-11
34.16,2.78084642949575e-11
34.17,2.63319716654821e-11
34.18,2.49326890840745e-11
34.19,2.36066441077107e-11
34.2,2.23500651431795e-11
34.21,2.11593714810086e-11
34.22,2.00311638139323e-11
34.23,1.89622152168457e-11
34.24,1.79494625662965e-11
34.25,1.6989998378539e-11
34.26,1.60810630462033e-11
34.27,1.52200374545115e-11
34.28,1.44044359589102e-11
34.29,1.36318997067787e-11
34.3,1.29001902867516e-11
34.31,1.22071836898954e-11
34.32,1.15508645677774e-11
34.33,1.09293207731177e-11
34.34,1.03407381694309e-11
34.35,9.78339569667046e-12
34.36,9.25566068051744e-12
34.37,8.75598437353617e-12
34.38,8.28289771697372e-12
34.39,7.83500731250955e-12
34.4,7.41099159377124e-12
34.41,7.00959718791324e-12
34.42,6.62963545802037e-12
34.43,6.26997921752383e-12
34.44,5.92955960825949e-12
34.45,5.60736313417141e-12
34.46,5.30242884306784e-12
34.47,5.01384564918025e-12
34.48,4.74074978964014e-12
34.49,4.48232240830365e-12
34.5,4.23778726067811e-12
34.51,4.00640853399969e-12
34.52,3.78748877680177e-12
34.53,3.58036693257939e-12
34.54,3.38441647242214e-12
34.55,3.19904362173007e-12
34.56,3.02368567636606e-12
34.57,2.85780940382178e-12
34.58,2.70090952518628e-12
34.59,2.5525072739149e-12
34.6,2.41214902758765e-12
34.61,2.27940500902869e-12
34.62,2.15386805334225e-12
34.63,2.0351524375795e-12
34.64,1.9228927699187e-12
34.65,1.81674293538644e-12
34.66,1.71637509529889e-12
34.67,1.6214787377361e-12
34.68,1.53175977649439e-12
34.69,1.4469396960895e-12
34.7,1.36675474049983e-12
34.71,1.2909551434539e-12
34.72,1.21930439817294e-12
34.73,1.15157856458519e-12
34.74,1.08756561212266e-12
34.75,1.0270647963068e-12
34.76,9.69886067418014e-13
34.77,9.15849509627217e-13
34.78,8.64784809048654e-13
34.79,8.16530749249851e-13
34.8,7.70934732826546e-13
34.81,7.27852327720527e-13
34.82,6.87146837023092e-13
34.83,6.48688891070338e-13
34.84,6.12356060695346e-13
34.85,5.78032490559871e-13
34.86,5.45608551540449e-13
34.87,5.14980511197249e-13
34.88,4.86050221400419e-13
34.89,4.58724822237113e-13
34.9,4.3291646136446e-13
34.91,4.08542028017662e-13
34.92,3.85522900920353e-13
34.93,3.63784709383597e-13
34.94,3.43257106915099e-13
34.95,3.23873556694993e-13
34.96,3.05571128306494e-13
34.97,2.88290305141199e-13
34.98,2.7197480192783e-13
34.99,2.56571391861423e-13
35,2.42029742836043e-13
35.01,2.28302262310091e-13
35.02,2.1534395035634e-13
35.03,2.03112260472443e-13
35.04,1.91566967748525e-13
35.05,1.8067004400979e-13
35.06,1.70385539570879e-13
35.07,1.60679471257883e-13
35.08,1.51519716370955e-13
35.09,1.42875912277812e-13
35.1,1.34719361343752e-13
35.11,1.27022940919263e-13
35.12,1.1976101812049e-13
35.13,1.12909369151527e-13
35.14,1.06445102930269e-13
35.15,1.0034658879204e-13
35.16,9.45933880566711e-14
35.17,8.91661892559646e-14
35.18,8.40467468287102e-14
35.19,7.92178231007309e-14
35.2,7.4663133376561e-14
35.21,7.03672939786215e-14
35.22,6.63157730780304e-14
35.23,6.24948441695407e-14
35.24,5.8891542050522e-14
35.25,5.54936211713677e-14
35.26,5.22895162315365e-14
35.27,4.9268304902019e-14
35.28,4.64196725612684e-14
35.29,4.3733878937456e-14
35.3,4.12017265556253e-14
35.31,3.88145308935756e-14
35.32,3.65640921552893e-14
35.33,3.44426685756412e-14
35.34,3.24429511745013e-14
35.35,3.05580398827823e-14
35.36,2.8781420966939e-14
35.37,2.71069456824074e-14
35.38,2.55288100900513e-14
35.39,2.4041535973208e-14
35.4,2.26399527961969e-14
35.41,2.13191806483103e-14
35.42,2.00746141202422e-14
35.43,1.89019070627137e-14
35.44,1.7796958179764e-14
35.45,1.67558974116351e-14
35.46,1.57750730646304e-14
35.47,1.4851039647542e-14
35.48,1.39805463764427e-14
35.49,1.31605263116296e-14
35.5,1.23880860924604e-14
35.51,1.16604962376526e-14
35.52,1.09751819803379e-14
35.53,1.03297146088078e-14
35.54,9.72180328545215e-15
35.55,9.14928731784937e-15
35.56,8.61012885738338e-15
35.57,8.10240600205519e-15
35.58,7.62430628144711e-15
35.59,7.17412050294521e-15
35.6,6.75023693948272e-15
35.61,6.35113584010031e-15
35.62,5.97538424565722e-15
35.63,5.62163109295279e-15
35.64,5.28860259144548e-15
35.65,4.9750978575904e-15
35.66,4.6799847926473e-15
35.67,4.40219619055885e-15
35.68,4.14072606323808e-15
35.69,3.89462617128374e-15
35.7,3.66300274879731e-15
35.71,3.44501341158679e-15
35.72,3.23986423862893e-15
35.73,3.04680701721042e-15
35.74,2.86513664269364e-15
35.75,2.69418866433989e-15
35.76,2.53333696910148e-15
35.77,2.38199159572353e-15
35.78,2.23959667192623e-15
35.79,2.10562846782476e-15
35.8,1.97959355912743e-15
35.81,1.86102709399895e-15
35.82,1.74949115781722e-15
35.83,1.64457323036511e-15
35.84,1.54588473030141e-15
35.85,1.4530596420366e-15
35.86,1.36575322040927e-15
35.87,1.28364076881141e-15
35.88,1.20641648665224e-15
35.89,1.13379238227549e-15
35.9,1.0654972476612e-15
35.91,1.00127569144485e-15
35.92,9.40887226980144e-16
35.93,8.84105412350274e-16
35.94,8.30717039407772e-16
35.95,7.80521369081633e-16
35.96,7.33329410346488e-16
35.97,6.88963240390898e-16
35.98,6.47255363661565e-16
35.99,6.08048107586945e-16
36,5.71193052908206e-16
36.01,5.36550496659577e-16
36.02,5.03988945950533e-16
36.03,4.73384640804811e-16
36.04,4.44621104408562e-16
36.05,4.17588719213065e-16
36.06,3.92184327423879e-16
36.07,3.68310854490158e-16
36.08,3.45876954286742e-16
36.09,3.24796674754056e-16
36.1,3.04989142830616e-16
36.11,2.86378267578334e-16
36.12,2.68892460463051e-16
36.13,2.52464371810621e-16
36.14,2.37030642514464e-16
36.15,2.2253167012253e-16
36.16,2.08911388480805e-16
36.17,1.96117060157184e-16
36.18,1.84099080912928e-16
36.19,1.72810795531154e-16
36.2,1.62208324350117e-16
36.21,1.52250399886699e-16
36.22,1.4289821296976e-16
36.23,1.34115267836581e-16
36.24,1.25867245676134e-16
36.25,1.18121876132663e-16
36.26,1.10848816310496e-16
36.27,1.04019536847367e-16
36.28,9.76072146479627e-17
36.29,9.15866318928998e-17
36.3,8.59340809601428e-17
36.31,8.06272749168086e-17
36.32,7.56452632585436e-17
36.33,7.09683525925404e-17
36.34,6.65780319772646e-17
36.35,6.2456902648735e-17
36.36,5.85886118784128e-17
36.37,5.4957790722652e-17
36.38,5.15499954372255e-17
36.39,4.83516523436256e-17
36.4,4.535000594598e-17
36.41,4.25330701091313e-17
36.42,3.98895821192253e-17
36.43,3.74089594585448e-17
36.44,3.50812591359654e-17
36.45,3.28971394236421e-17
36.46,3.08478238590925e-17
36.47,2.89250673800465e-17
36.48,2.71211244670758e-17
36.49,2.54287191762848e-17
36.5,2.38410169511164e-17
36.51,2.23515981088375e-17
36.52,2.09544329032519e-17
36.53,1.96438580709808e-17
36.54,1.84145547739641e-17
36.55,1.72615278559987e-17
36.56,1.6180086335842e-17
36.57,1.51658250639665e-17
36.58,1.421460747429e-17
36.59,1.3322549366217e-17
36.6,1.24860036560916e-17
36.61,1.17015460407372e-17
36.62,1.09659615191001e-17
36.63,1.02762317211784e-17
36.64,9.62952299639203e-18
36.65,9.02317521634928e-18
36.66,8.45469124961743e-18
36.67,7.92172706858998e-18
36.68,7.42208245087256e-18
36.69,6.95369223984728e-18
36.7,6.51461813112285e-18
36.71,6.10304095356395e-18
36.72,5.71725341541457e-18
36.73,5.35565328778929e-18
36.74,5.01673699942806e-18
36.75,4.69909361815182e-18
36.76,4.4013991959164e-18
36.77,4.12241145571893e-18
36.78,3.86096479990287e-18
36.79,3.61596562061169e-18
36.8,3.38638789429331e-18
36.81,3.1712690432186e-18
36.82,2.96970604799309e-18
36.83,2.78085179599514e-18
36.84,2.60391165156245e-18
36.85,2.43814023459667e-18
36.86,2.2828383950458e-18
36.87,2.13735037147391e-18
36.88,2.00106112262732e-18
36.89,1.87339382156797e-18
36.9,1.75380750256852e-18
36.91,1.64179485154729e-18
36.92,1.5368801313739e-18
36.93,1.43861723389182e-18
36.94,1.34658785099604e-18
36.95,1.26039975755799e-18
36.96,1.17968519942631e-18
36.97,1.10409938013334e-18
36.98,1.03331904032385e-18
36.99,9.67041124277963e-19
37,9.04981528240645e-19
37.01,8.46873925586752e-19
37.02,7.92468664150621e-19
37.03,7.41531731329e-19
37.04,6.93843782832029e-19
37.05,6.49199231204528e-19
37.06,6.07405390474734e-19
37.07,5.68281673505913e-19
37.08,5.31658838835354e-19
37.09,4.97378283977128e-19
37.1,4.65291382350065e-19
37.11,4.35258861162103e-19
37.12,4.07150217745824e-19
37.13,3.80843171989922e-19
37.14,3.56223152655689e-19
37.15,3.33182815500382e-19
37.16,3.11621591256934e-19
37.17,2.91445261636605e-19
37.18,2.72565561633638e-19
37.19,2.54899806515089e-19
37.2,2.38370541977812e-19
37.21,2.22905216046682e-19
37.22,2.08435871375356e-19
37.23,1.94898856692326e-19
37.24,1.82234556211978e-19
37.25,1.70387135902013e-19
37.26,1.59304305566993e-19
37.27,1.48937095770673e-19
37.28,1.39239648680246e-19
37.29,1.3016902197112e-19
37.3,1.21685004984302e-19
37.31,1.13749946377355e-19
37.32,1.06328592556938e-19
37.33,9.93879362243549e-20
37.34,9.28970744068046e-20
37.35,8.68270753853827e-20
37.36,8.11508539672964e-20
37.37,7.58430545836318e-20
37.38,7.08799417260162e-20
37.39,6.62392972655026e-20
37.4,6.19003242250776e-20
37.41,5.78435566037791e-20
37.42,5.40507748751596e-20
37.43,5.0504926806035e-20
37.44,4.71900532635755e-20
37.45,4.4091218699099e-20
37.46,4.11944460163533e-20
37.47,3.84866555500989e-20
37.48,3.59556078978633e-20
37.49,3.35898503636174e-20
37.5,3.13786667871019e-20
37.51,2.93120305466288e-20
37.52,2.73805605363122e-20
37.53,2.55754799310821e-20
37.54,2.38885775644064e-20
37.55,2.23121717546209e-20
37.56,2.08390764258937e-20
37.57,1.94625693795002e-20
37.58,1.81763625800825e-20
37.59,1.69745743299889e-20
37.6,1.58517032127147e-20
37.61,1.4802603693916e-20
37.62,1.3822463275418e-20
37.63,1.29067811041954e-20
37.64,1.20513479444204e-20
37.65,1.12522274264452e-20
37.66,1.05057384919675e-20
37.67,9.80843895970934e-21
37.68,9.15711014065371e-21
37.69,8.54874243637921e-21
37.7,7.98052185816696e-21
37.71,7.4498174085024e-21
37.72,6.95416927023681e-21
37.73,6.49127775214699e-21
37.74,6.05899294283047e-21
37.75,5.65530502792093e-21
37.76,5.2783352284349e-21
37.77,4.92632732072829e-21
37.78,4.59763970102864e-21
37.79,4.29073795985235e-21
37.8,4.00418793380471e-21
37.81,3.73664920432e-21
37.82,3.48686901481311e-21
37.83,3.25367657953651e-21
37.84,3.03597775911049e-21
37.85,2.83275007929435e-21
37.86,2.6430380710396e-21
37.87,2.46594891127201e-21
37.88,2.30064834514158e-21
37.89,2.14635687171229e-21
37.9,2.00234617620168e-21
37.91,1.8679357929612e-21
37.92,1.74248998438707e-21
37.93,1.62541482189974e-21
37.94,1.51615545600873e-21
37.95,1.41419356331112e-21
37.96,1.31904495904187e-21
37.97,1.23025736452492e-21
37.98,1.1474083195508e-21
37.99,1.0701032303458e-21
38,9.97973544391401e-22
38.01,9.30675043915601e-22
38.02,8.67886250396798e-22
38.03,8.09306932915083e-22
38.04,7.54656713640968e-22
38.05,7.03673764185448e-22
38.06,6.56113586934304e-22
38.07,6.11747875869014e-22
38.08,5.70363451728248e-22
38.09,5.31761266695104e-22
38.1,4.95755474104541e-22
38.11,4.62172558954698e-22
38.12,4.30850525277855e-22
38.13,4.01638136680239e-22
38.14,3.74394206597688e-22
38.15,3.4898693503626e-22
38.16,3.25293288776455e-22
38.17,3.0319842221313e-22
38.18,2.82595136186592e-22
38.19,2.63383372331295e-22
38.2,2.45469740627748e-22
38.21,2.28767077993428e-22
38.22,2.13194035888201e-22
38.23,1.98674695041075e-22
38.24,1.85138205527524e-22
38.25,1.72518450541114e-22
38.26,1.60753732311334e-22
38.27,1.49786478718929e-22
38.28,1.39562969255021e-22
38.29,1.30033079057373e-22
38.3,1.21150039840188e-22
38.31,1.12870216610207e-22
38.32,1.05152899134227e-22
38.33,9.7960107190332e-23
38.34,9.12564086983031e-23
38.35,8.50087498833964e-23
38.36,7.9186296682981e-23
38.37,7.37602866570106e-23
38.38,6.87038907115396e-23
38.39,6.39920839895791e-23
38.4,5.96015253257804e-23
38.41,5.55104447008603e-23
38.42,5.16985381686411e-23
38.43,4.81468697628867e-23
38.44,4.48377799236294e-23
38.45,4.17548000125798e-23
38.46,3.88825725156139e-23
38.47,3.62067765565181e-23
38.48,3.37140583709941e-23
38.49,3.13919664128147e-23
38.5,2.92288907856522e-23
38.51,2.72140067142082e-23
38.52,2.53372217871081e-23
38.53,2.35891267215991e-23
38.54,2.19609494165615e-23
38.55,2.04445120756929e-23
38.56,1.90321911971285e-23
38.57,1.77168802391213e-23
38.58,1.64919547840511e-23
38.59,1.53512400346628e-23
38.6,1.42889804874723e-23
38.61,1.32998116384592e-23
38.62,1.23787335857934e-23
38.63,1.15210864032287e-23
38.64,1.07225271662062e-23
38.65,9.9790085204634e-24
38.66,9.28675869029681e-24
38.67,8.64226283038699e-24
38.68,8.04224563149905e-24
38.69,7.48365509629928e-24
38.7,6.96364740709778e-24
38.71,6.47957281250378e-24
38.72,6.02896246483875e-24
38.73,5.60951614467628e-24
38.74,5.21909081311252e-24
38.75,4.85568993630645e-24
38.76,4.51745353054498e-24
38.77,4.20264887950349e-24
38.78,3.90966187861733e-24
38.79,3.63698896446319e-24
38.8,3.38322958987268e-24
38.81,3.14707920811056e-24
38.82,2.92732273189814e-24
38.83,2.7228284353521e-24
38.84,2.53254226903757e-24
38.85,2.35548256032809e-24
38.86,2.19073507312172e-24
38.87,2.03744840270394e-24
38.88,1.89482968316298e-24
38.89,1.7621405862809e-24
38.9,1.63869359223012e-24
38.91,1.5238485137313e-24
38.92,1.41700925655199e-24
38.93,1.31762080037664e-24
38.94,1.22516638515265e-24
38.95,1.1391648890142e-24
38.96,1.05916838482082e-24
38.97,9.84759863220323e-25
38.98,9.15551110956646e-25
38.99,8.51180733904771e-25
39,7.91312315019668e-25
39.01,7.3563269805134e-25
39.02,6.83850388490308e-25
39.03,6.35694063786921e-25
39.04,5.90911185421425e-25
39.05,5.49266705905955e-25
39.06,5.10541864263528e-25
39.07,4.74533063967643e-25
39.08,4.41050827731064e-25
39.09,4.09918823913066e-25
39.1,3.80972959666881e-25
39.11,3.54060536280522e-25
39.12,3.29039462471087e-25
39.13,3.05777521680539e-25
39.14,2.84151689688178e-25
39.15,2.64047499105377e-25
39.16,2.45358447550818e-25
39.17,2.27985446522109e-25
39.18,2.1183630818154e-25
39.19,1.96825267463931e-25
39.2,1.82872537089373e-25
39.21,1.69903893229145e-25
39.22,1.57850289725351e-25
39.23,1.46647498908516e-25
39.24,1.36235777189864e-25
39.25,1.26559553729648e-25
39.26,1.17567140598463e-25
39.27,1.09210462956501e-25
39.28,1.0144480787623e-25
39.29,9.4228590527925e-26
39.3,8.75231365347298e-26
39.31,8.12924793857004e-26
39.32,7.5503171870877e-26
39.33,7.01241105736905e-26
39.34,6.51263725216023e-26
39.35,6.04830631577195e-26
39.36,5.61691748531707e-26
39.37,5.21614552337552e-26
39.38,4.84382846438808e-26
39.39,4.49795621174677e-26
39.4,4.17665992684948e-26
39.41,3.87820215544036e-26
39.42,3.6009676402893e-26
39.43,3.34345477277878e-26
39.44,3.10426763921589e-26
39.45,2.88210862073068e-26
39.46,2.67577150844708e-26
39.47,2.48413509824959e-26
39.48,2.30615723192665e-26
39.49,2.14086925375877e-26
39.5,1.98737085374614e-26
39.51,1.8448252706636e-26
39.52,1.71245482997335e-26
39.53,1.58953679335078e-26
39.54,1.47539949818269e-26
39.55,1.36941876689288e-26
39.56,1.27101456733936e-26
39.57,1.17964790682397e-26
39.58,1.09481794346485e-26
39.59,1.01605929980263e-26
39.6,9.42939564561137e-27
39.61,8.75056969455091e-27
39.62,8.12038228848962e-27
39.63,7.53536530911892e-27
39.64,6.99229669704711e-27
39.65,6.48818308364101e-27
39.66,6.02024364234697e-27
39.67,5.58589507432034e-27
39.68,5.18273764912707e-27
39.69,4.80854222677385e-27
39.7,4.46123819245686e-27
39.71,4.1389022401819e-27
39.72,3.83974794585465e-27
39.73,3.56211607457323e-27
39.74,3.30446557070215e-27
39.75,3.06536518288554e-27
39.76,2.84348567949768e-27
39.77,2.63759261312344e-27
39.78,2.44653959555596e-27
39.79,2.26926204747827e-27
39.8,2.10477138950559e-27
39.81,1.95214964358318e-27
39.82,1.81054441590697e-27
39.83,1.67916423454506e-27
39.84,1.55727421681697e-27
39.85,1.4441920432285e-27
39.86,1.33928421638674e-27
39.87,1.24196258482797e-27
39.88,1.1516811130987e-27
39.89,1.06793288073474e-27
39.9,9.90247294002228e-28
39.91,9.18187495394252e-28
39.92,8.51347956930943e-28
39.93,7.89352244287844e-28
39.94,7.31850939691308e-28
39.95,6.78519712363792e-28
39.96,6.29057526092828e-28
39.97,5.83184974227772e-28
39.98,5.40642733092966e-28
39.99,5.01190125437576e-28
40,4.64603786133742e-28
40.01,4.30676422882192e-28
40.02,3.99215665195258e-28
40.03,3.70042995400586e-28
40.04,3.42992755850841e-28
40.05,3.17911226934122e-28
40.06,2.94655770861765e-28
40.07,2.73094036563975e-28
40.08,2.53103221354598e-28
40.09,2.34569385331577e-28
40.1,2.17386814765916e-28
40.11,2.01457430995651e-28
40.12,1.86690241589048e-28
40.13,1.73000830768905e-28
40.14,1.6031088630389e-28
40.15,1.48547760269725e-28
40.16,1.3764406126789e-28
40.17,1.27537275859898e-28
40.18,1.18169417134272e-28
40.19,1.09486698471308e-28
40.2,1.01439230707745e-28
40.21,9.3980741031257e-29
40.22,8.70683120530936e-29
40.23,8.06621396176544e-29
40.24,7.4725308010112e-29
40.25,6.92235813182365e-29
40.26,6.41252097933534e-29
40.27,5.94007501372944e-29
40.28,5.502289871871e-29
40.29,5.09663367930236e-29
40.3,4.72075868663508e-29
40.31,4.37248794048744e-29
40.32,4.04980291480925e-29
40.33,3.75083203373757e-29
40.34,3.47384002202234e-29
40.35,3.21721802364239e-29
40.36,2.97947443345774e-29
40.37,2.75922639069891e-29
40.38,2.55519188673894e-29
40.39,2.36618244300499e-29
40.4,2.19109631803246e-29
40.41,2.0289122056098e-29
40.42,1.87868338867422e-29
40.43,1.73953231615676e-29
40.44,1.61064557232077e-29
40.45,1.49126921032251e-29
40.46,1.3807044237466e-29
40.47,1.27830353175398e-29
40.48,1.18346625522563e-29
40.49,1.09563626291085e-29
40.5,1.01429796809166e-29
40.51,9.38973557680807e-30
40.52,8.69220236963522e-30
40.53,8.04627674405443e-30
40.54,7.44815632064753e-30
40.55,6.89431768190837e-30
40.56,6.38149599553947e-30
40.57,5.90666611948983e-30
40.58,5.4670250814814e-30
40.59,5.05997583349757e-30
40.6,4.68311218888049e-30
40.61,4.33420485634145e-30
40.62,4.01118849137115e-30
40.63,3.71214969127225e-30
40.64,3.43531586535934e-30
40.65,3.17904491681863e-30
40.66,2.94181567730213e-30
40.67,2.72221903959473e-30
40.68,2.51894973763442e-30
40.69,2.3307987268461e-30
40.7,2.15664612113904e-30
40.71,1.99545464608821e-30
40.72,1.84626357073995e-30
40.73,1.70818308321258e-30
40.74,1.58038907777646e-30
40.75,1.4621183234463e-30
40.76,1.35266398628838e-30
40.77,1.2513714796623e-30
40.78,1.15763461848634e-30
40.79,1.07089205535201e-30
40.8,9.90623977922721e-31
40.81,9.16349048545909e-31
40.82,8.47621568391698e-31
40.83,7.84028849720033e-31
40.84,7.25188781066951e-31
40.85,6.70747571249947e-31
40.86,6.20377659115943e-31
40.87,5.73775776909416e-31
40.88,5.30661156019413e-31
40.89,4.90773864683588e-31
40.9,4.53873267986735e-31
40.91,4.19736601196065e-31
40.92,3.88157648128333e-31
40.93,3.58945516849294e-31
40.94,3.31923505568985e-31
40.95,3.06928052116417e-31
40.96,2.83807760860786e-31
40.97,2.62422501394008e-31
40.98,2.4264257370557e-31
40.99,2.24347934965141e-31
41,2.07427483385874e-31
41.01,1.91778394972809e-31
41.02,1.77305509267432e-31
41.03,1.63920760484279e-31
41.04,1.51542650699586e-31
41.05,1.40095761996461e-31
41.06,1.29510304698195e-31
41.07,1.19721699031162e-31
41.08,1.1067018775439e-31
41.09,1.02300477472885e-31
41.1,9.45614065199668e-32
41.11,8.7405637448572e-32
41.12,8.07893723159511e-32
41.13,7.46720890791399e-32
41.14,6.90162975425726e-32
41.15,6.3787313413545e-32
41.16,5.8953049127696e-32
41.17,5.44838202048883e-32
41.18,5.03521659872519e-32
41.19,4.65326836956083e-32
41.2,4.3001874818904e-32
41.21,3.97380029237936e-32
41.22,3.67209620388937e-32
41.23,3.39321548304592e-32
41.24,3.13543798441081e-32
41.25,2.89717271406025e-32
41.26,2.67694817034399e-32
41.27,2.47340340418086e-32
41.28,2.28527974551466e-32
41.29,2.11141314648643e-32
41.3,1.95072709554629e-32
41.31,1.80222606009942e-32
41.32,1.66498941842551e-32
41.33,1.53816584451171e-32
41.34,1.42096811213139e-32
41.35,1.31266828699175e-32
41.36,1.21259327808374e-32
41.37,1.12012072150577e-32
41.38,1.03467517201281e-32
41.39,9.55724579377628e-33
41.4,8.82777028349725e-33
41.41,8.1537772257148e-33
41.42,7.53106194268768e-33
41.43,6.95573722881315e-33
41.44,6.42420947050983e-33
41.45,5.93315655540517e-33
41.46,5.47950743730089e-33
41.47,5.06042323328626e-33
41.48,4.67327973859363e-33
41.49,4.31565125326913e-33
41.5,3.98529562263481e-33
41.51,3.68014040080257e-33
41.52,3.39827005326236e-33
41.53,3.13791412081779e-33
41.54,2.89743627293285e-33
41.55,2.67532418391868e-33
41.56,2.47018017035089e-33
41.57,2.28071253269592e-33
41.58,2.10572754839189e-33
41.59,1.94412206755283e-33
41.6,1.79487666612046e-33
41.61,1.65704931465352e-33
41.62,1.52976952407502e-33
41.63,1.41223293258236e-33
41.64,1.30369630060332e-33
41.65,1.20347288315688e-33
41.66,1.11092815127033e-33
41.67,1.02547583622441e-33
41.68,9.46574272359869e-34
41.69,8.73723015999997e-34
41.7,8.06459719719239e-34
41.71,7.44357242749204e-34
41.72,6.8702097974808e-34
41.73,6.34086391496661e-34
41.74,5.85216722312946e-34
41.75,5.40100890120278e-34
41.76,4.98451536158649e-34
41.77,4.60003222305896e-34
41.78,4.24510764878185e-34
41.79,3.91747694616262e-34
41.8,3.61504833336481e-34
41.81,3.33588978442148e-34
41.82,3.07821687151319e-34
41.83,2.84038152911387e-34
41.84,2.62086167035553e-34
41.85,2.41825159121972e-34
41.86,2.23125310299564e-34
41.87,2.0586673379463e-34
41.88,1.89938717725553e-34
41.89,1.7523902541801e-34
41.9,1.61673248886727e-34
41.91,1.49154211459189e-34
41.92,1.37601415819387e-34
41.93,1.26940534031021e-34
41.94,1.17102936359e-34
41.95,1.08025255948376e-34
41.96,9.96489866417468e-35
41.97,9.19201114217785e-35
41.98,8.47887591552238e-35
41.99,7.82088874906484e-35
42,7.21379899241863e-35
42.01,6.65368251982076e-35
42.02,6.1369167336262e-35
42.03,5.66015747463649e-35
42.04,5.22031769431054e-35
42.05,4.81454775491477e-35
42.06,4.44021723378602e-35
42.07,4.09489811728479e-35
42.08,3.77634927867757e-35
42.09,3.48250214221404e-35
42.1,3.21144744307061e-35
42.11,2.96142299968999e-35
42.12,2.73080242137919e-35
42.13,2.51808467988521e-35
42.14,2.3218844790787e-35
42.15,2.14092336188196e-35
42.16,1.97402149820071e-35
42.17,1.82009010189542e-35
42.18,1.67812442877561e-35
42.19,1.54719731125739e-35
42.2,1.4264531886943e-35
42.21,1.3151025955153e-35
42.22,1.21241707218119e-35
42.23,1.11772446664113e-35
42.24,1.03040459642775e-35
42.25,9.49885243805806e-36
42.26,8.75638458493477e-36
42.27,8.07177144415922e-36
42.28,7.44051908747533e-36
42.29,6.8584815315576e-36
42.3,6.32183388695416e-36
42.31,5.8270475721587e-36
42.32,5.3708674345218e-36
42.33,4.95029063182101e-36
42.34,4.56254713945417e-36
42.35,4.20508175855255e-36
42.36,3.87553750983993e-36
42.37,3.57174030687404e-36
42.38,3.29168481043638e-36
42.39,3.03352137335636e-36
42.4,2.79554399199895e-36
42.41,2.57617918705624e-36
42.42,2.37397574221048e-36
42.43,2.18759523470128e-36
42.44,2.01580329689577e-36
42.45,1.85746155261549e-36
42.46,1.71152017629778e-36
42.47,1.5770110270414e-36
42.48,1.45304131327366e-36
42.49,1.33878774716557e-36
42.5,1.23349115106399e-36
42.51,1.13645148110333e-36
42.52,1.04702323583836e-36
42.53,9.64611220206669e-37
42.54,8.88666637414337e-37
42.55,8.1868348344274e-37
42.56,7.54195220822266e-37
42.57,6.94771710111736e-37
42.58,6.40016379185567e-37
42.59,5.8956361195758e-37
42.6,5.43076339588414e-37
42.61,5.00243818525777e-37
42.62,4.60779580935271e-37
42.63,4.24419544189504e-37
42.64,3.90920267113067e-37
42.65,3.6005734162747e-37
42.66,3.31623909317511e-37
42.67,3.05429293247547e-37
42.68,2.81297736102997e-37
42.69,2.59067236421179e-37
42.7,2.38588475311355e-37
42.71,2.1972382665062e-37
42.72,2.02346444284368e-37
42.73,1.86339420259689e-37
42.74,1.71595008582143e-37
42.75,1.58013909411513e-37
42.76,1.45504609006343e-37
42.77,1.33982771088903e-37
42.78,1.23370675637908e-37
42.79,1.13596701424772e-37
42.8,1.04594848894914e-37
42.81,9.63043002583883e-38
42.82,8.8669013897318e-38
42.83,8.16373504215868e-38
42.84,7.51617279111678e-38
42.85,6.91983040742295e-38
42.86,6.3706683226328e-38
42.87,5.86496461584826e-38
42.88,5.39929011118358e-38
42.89,4.97048542149639e-38
42.9,4.5756397867453e-38
42.91,4.2120715671263e-38
42.92,3.87731026199134e-38
